1	0.168605
2	0.168605
3	0.168605
4	0.168605
5	0.168605
6	0.168605
7	0.168605
8	0.168605
9	0.168605
10	0.168605
11	0.168605
12	0.168605
13	0.168605
14	0.168605
15	0.168605
16	0.168605
17	0.168605
18	0.168605
19	0.168605
20	0.168605
21	0.168605
22	0.168605
23	0.168605
24	0.168605
25	0.168605
26	0.168605
27	0.168605
28	0.168605
29	0.168605
30	0.168605
31	0.168605
32	0.168605
33	0.168605
34	0.168605
35	0.168605
36	0.168605
37	0.168605
38	0.168605
39	0.168605
40	0.168605
41	0.168605
42	0.168605
43	0.168605
44	0.168605
45	0.168605
46	0.168605
47	0.168605
48	0.168605
49	0.168605
50	0.168605
51	0.168605
52	0.168605
53	0.168605
54	0.168605
55	0.168605
56	0.168605
57	0.168605
58	0.168605
59	0.168605
60	0.168605
61	0.168605
62	0.168605
63	0.168605
64	0.168605
65	0.168605
66	0.168605
67	0.168605
68	0.168605
69	0.168605
70	0.168605
71	0.168605
72	0.168605
73	0.168605
74	0.168605
75	0.168605
76	0.168605
77	0.168605
78	0.168605
79	0.168605
80	0.168605
81	0.168605
82	0.168605
83	0.168605
84	0.168605
85	0.168605
86	0.168605
87	0.168605
88	0.168605
89	0.168605
90	0.168605
91	0.168605
92	0.168605
93	0.168605
94	0.168605
95	0.168605
96	0.168605
97	0.168605
98	0.168605
99	0.168605
100	0.168605
101	0.168605
102	0.168605
103	0.168605
104	0.168605
105	0.168605
106	0.168605
107	0.168605
108	0.168605
109	0.168605
110	0.168605
111	0.168605
112	0.168605
113	0.168605
114	0.168605
115	0.168605
116	0.168605
117	0.168605
118	0.168605
119	0.168605
120	0.168605
121	0.168605
122	0.168605
123	0.168605
124	0.168605
125	0.168605
126	0.168605
127	0.168605
128	0.168605
129	0.168605
130	0.168605
131	0.168605
132	0.168605
133	0.168605
134	0.168605
135	0.168605
136	0.168605
137	0.168605
138	0.168605
139	0.168605
140	0.168605
141	0.168605
142	0.168605
143	0.168605
144	0.168605
145	0.168605
146	0.168605
147	0.168605
148	0.168605
149	0.168605
150	0.168605
151	0.168605
152	0.168605
153	0.168605
154	0.168605
155	0.168605
156	0.168605
157	0.168605
158	0.168605
159	0.168605
160	0.168605
161	0.168605
162	0.168605
163	0.168605
164	0.168605
165	0.168605
166	0.168605
167	0.168605
168	0.168605
169	0.168605
170	0.168605
171	0.168605
172	0.168605
173	0.168605
174	0.168605
175	0.168605
176	0.168605
177	0.168605
178	0.168605
179	0.168605
180	0.168605
181	0.168605
182	0.168605
183	0.168605
184	0.168605
185	0.168605
186	0.168605
187	0.168605
188	0.168605
189	0.168605
190	0.168605
191	0.168605
192	0.168605
193	0.168605
194	0.168605
195	0.168605
196	0.168605
197	0.168605
198	0.168605
199	0.168605
200	0.168605
201	0.168605
202	0.168605
203	0.168605
204	0.168605
205	0.168605
206	0.168605
207	0.168605
208	0.168605
209	0.168605
210	0.168605
211	0.168605
212	0.168605
213	0.168605
214	0.168605
215	0.168605
216	0.168605
217	0.168605
218	0.168605
219	0.168605
220	0.168605
221	0.168605
222	0.168605
223	0.168605
224	0.168605
225	0.168605
226	0.168605
227	0.168605
228	0.168605
229	0.168605
230	0.168605
231	0.168605
232	0.168605
233	0.168605
234	0.168605
235	0.168605
236	0.168605
237	0.168605
238	0.168605
239	0.168605
240	0.168605
241	0.168605
242	0.168605
243	0.168605
244	0.168605
245	0.168605
246	0.168605
247	0.168605
248	0.168605
249	0.168605
250	0.168605
251	0.168605
252	0.168605
253	0.168605
254	0.168605
255	0.168605
256	0.168605
257	0.168605
258	0.168605
259	0.168605
260	0.168605
261	0.168605
262	0.168605
263	0.168605
264	0.168605
265	0.168605
266	0.168605
267	0.168605
268	0.168605
269	0.168605
270	0.168605
271	0.168605
272	0.168605
273	0.168605
274	0.168605
275	0.168605
276	0.168605
277	0.168605
278	0.168605
279	0.168605
280	0.168605
281	0.168605
282	0.168605
283	0.168605
284	0.168605
285	0.168605
286	0.168605
287	0.168605
288	0.168605
289	0.168605
290	0.168605
291	0.168605
292	0.168605
293	0.168605
294	0.168605
295	0.168605
296	0.168605
297	0.168605
298	0.168605
299	0.168605
300	0.168605
301	0.168605
302	0.168605
303	0.168605
304	0.168605
305	0.168605
306	0.168605
307	0.168605
308	0.168605
309	0.168605
310	0.168605
311	0.168605
312	0.168605
313	0.168605
314	0.168605
315	0.168605
316	0.168605
317	0.168605
318	0.168605
319	0.168605
320	0.168605
321	0.168605
322	0.168605
323	0.168605
324	0.168605
325	0.168605
326	0.168605
327	0.168605
328	0.168605
329	0.168605
330	0.168605
331	0.168605
332	0.168605
333	0.168605
334	0.168605
335	0.168605
336	0.168605
337	0.168605
338	0.168605
339	0.168605
340	0.168605
341	0.168605
342	0.168605
343	0.168605
344	0.168605
345	0.168605
346	0.168605
347	0.168605
348	0.168605
349	0.168605
350	0.168605
351	0.168605
352	0.168605
353	0.168605
354	0.168605
